budget,G Rating,PG Rating,PG-13 Rating,R Rating,NC-17 Rating,Not Rated,duration,gross
26000000,0,1,0,0,0,0,94,36985501
19400870,0,1,0,0,0,0,135,128300000
78000000,0,1,0,0,0,0,95,119793567
100000000,0,1,0,0,0,0,90,124870275
18000000,0,1,0,0,0,0,103,26400000
90000000,0,1,0,0,0,0,150,100853835
15000000,0,1,0,0,0,0,98,68856263
60000000,0,1,0,0,0,0,100,75280058
40000000,0,1,0,0,0,0,77,53337608
20000000,0,1,0,0,0,0,118,2246000
6000000,0,1,0,0,0,0,89,13235267
60000000,0,1,0,0,0,0,92,104148781
16400000,0,1,0,0,0,0,128,95860116
40000000,0,1,0,0,0,0,94,511920
76000000,0,1,0,0,0,0,98,368049635
69000000,0,1,0,0,0,0,87,251501645
22000000,0,1,0,0,0,0,94,49002815
21000000,0,1,0,0,0,0,99,52691009
15000000,0,1,0,0,0,0,94,64001297
100000000,0,1,0,0,0,0,105,103738726
5000000,0,1,0,0,0,0,82,9628751
127500000,0,1,0,0,0,0,82,137748063
36000000,0,1,0,0,0,0,107,42019483
37000000,0,1,0,0,0,0,113,72279690
72000000,0,1,0,0,0,0,87,112950721
45000000,0,1,0,0,0,0,100,9353573
18000000,0,1,0,0,0,0,108,6000000
32000000,0,1,0,0,0,0,98,32701088
7500000,0,1,0,0,0,0,99,106593296
22000000,0,1,0,0,0,0,77,9694105
12000000,0,1,0,0,0,0,100,860002
10500000,0,1,0,0,0,0,120,434949459
13000000,0,1,0,0,0,0,91,38916903
40000000,0,1,0,0,0,0,120,81593527
33000000,0,1,0,0,0,0,97,173381405
35000000,0,1,0,0,0,0,96,22913677
85000000,0,1,0,0,0,0,107,127706877
100000000,0,1,0,0,0,0,102,107515297
100000000,0,1,0,0,0,0,104,75030163
8000000,0,1,0,0,0,0,112,36500000
40000000,0,1,0,0,0,0,89,57011847
175000000,0,1,0,0,0,0,96,100289690
55000000,0,1,0,0,0,0,135,49994804
31000000,0,1,0,0,0,0,106,11854694
100000,0,1,0,0,0,0,111,10174663
18000000,0,1,0,0,0,0,123,22452209
130000000,0,1,0,0,0,0,92,131920333
40000000,0,1,0,0,0,0,87,20999103
26000000,0,1,0,0,0,0,93,48114556
25000000,0,1,0,0,0,0,101,51676606
21000000,0,1,0,0,0,0,136,46700000
500000,0,1,0,0,0,0,122,33451479
15000000,0,1,0,0,0,0,95,20998709
14000000,0,1,0,0,0,0,90,1752214
25530000,0,1,0,0,0,0,95,20047715
80000000,0,1,0,0,0,0,90,92969824
8200000,0,1,0,0,0,0,107,80000000
39000000,0,1,0,0,0,0,87,35287788
26000000,0,1,0,0,0,0,97,110222438
55000000,0,1,0,0,0,0,91,55747724
12000000,0,1,0,0,0,0,90,4922166
150000000,0,1,0,0,0,0,102,400736600
35000000,0,1,0,0,0,0,92,17596256
45000000,0,1,0,0,0,0,102,71423726
35000000,0,1,0,0,0,0,80,75367693
55000000,0,1,0,0,0,0,92,105263257
25000000,0,1,0,0,0,0,271,10769960
150000000,0,1,0,0,0,0,88,119420252
9000000,0,1,0,0,0,0,84,11860839
5000000,0,1,0,0,0,0,120,20773070
17000000,0,1,0,0,0,0,87,37566230
7500000,0,1,0,0,0,0,93,31501218
58000000,0,1,0,0,0,0,103,80021740
11000000,0,1,0,0,0,0,106,148170000
14600000,0,1,0,0,0,0,101,70906973
112000000,0,1,0,0,0,0,85,42776259
75000000,0,1,0,0,0,0,117,118823091
47000000,0,1,0,0,0,0,75,15519841
100000000,0,1,0,0,0,0,108,197992827
13000000,0,1,0,0,0,0,100,26539321
12000000,0,1,0,0,0,0,99,91443253
42000000,0,1,0,0,0,0,105,45290318
3000000,0,1,0,0,0,0,76,13684949
28000000,0,1,0,0,0,0,96,39514713
20000000,0,1,0,0,0,0,117,67325559
60000000,0,1,0,0,0,0,114,12065985
18000000,0,1,0,0,0,0,120,173585516
18000000,0,1,0,0,0,0,103,285761243
110000000,0,1,0,0,0,0,76,50026353
135000000,0,1,0,0,0,0,94,177343675
30000000,0,1,0,0,0,0,86,10134754
17500000,0,1,0,0,0,0,80,51053787
70000000,0,1,0,0,0,0,142,119654900
15000000,0,1,0,0,0,0,91,8080116
63000000,0,1,0,0,0,0,95,108012170
35000000,0,1,0,0,0,0,100,73023275
80000000,0,1,0,0,0,0,89,169692572
85000000,0,1,0,0,0,0,91,148313048
123000000,0,1,0,0,0,0,110,260031035
145000000,0,1,0,0,0,0,102,176997107
165000000,0,1,0,0,0,0,98,217387997
35000000,0,1,0,0,0,0,110,16295774
170000000,0,1,0,0,0,0,126,73820094
400000,0,1,0,0,0,0,92,425899
95000000,0,1,0,0,0,0,88,161317423
90000000,0,1,0,0,0,0,94,196573705
80000000,0,1,0,0,0,0,115,195329763
59000000,0,1,0,0,0,0,103,176387405
55000000,0,1,0,0,0,0,107,16088610
28000000,0,1,0,0,0,0,118,179870271
175000000,0,1,0,0,0,0,95,356454367
75000000,0,1,0,0,0,0,110,97360069
50000000,0,1,0,0,0,0,125,127997349
12000000,0,1,0,0,0,0,100,4884663
79000000,0,1,0,0,0,0,91,74158157
20000000,0,1,0,0,0,0,131,102922376
8000000,0,1,0,0,0,0,130,260000000
60000000,0,1,0,0,0,0,94,60573641
38000000,0,1,0,0,0,0,98,22770864
45000000,0,1,0,0,0,0,101,8129455
79000000,0,1,0,0,0,0,94,103812241
45000000,0,1,0,0,0,0,93,101702060
60000000,0,1,0,0,0,0,89,66734992
12000000,0,1,0,0,0,0,93,25240988
45000000,0,1,0,0,0,0,95,52580895
500000,0,1,0,0,0,0,97,17000000
150000000,0,1,0,0,0,0,90,165230261
145000000,0,1,0,0,0,0,95,143523463
130000000,0,1,0,0,0,0,92,215395021
19000000,0,1,0,0,0,0,100,12561
40000000,0,1,0,0,0,0,116,49851591
80000000,0,1,0,0,0,0,101,55673333
70000000,0,1,0,0,0,0,88,8460990
3500000,0,1,0,0,0,0,110,2848578
30000000,0,1,0,0,0,0,105,53021560
120000000,0,1,0,0,0,0,127,124976634
30000000,0,1,0,0,0,0,99,51432423
80000000,0,1,0,0,0,0,85,145771527
15000000,0,1,0,0,0,0,115,50003300
9000000,0,1,0,0,0,0,119,25000000
5000000,0,1,0,0,0,0,107,12200000
5000000,0,1,0,0,0,0,90,124720
145000000,0,1,0,0,0,0,93,216366733
150000000,0,1,0,0,0,0,89,179982968
75000000,0,1,0,0,0,0,86,193136719
180000000,0,1,0,0,0,0,97,241407328
60000000,0,1,0,0,0,0,115,143151473
50000000,0,1,0,0,0,0,87,33643461
150000000,0,1,0,0,0,0,88,21379315
27000000,0,1,0,0,0,0,106,7486906
12000000,0,1,0,0,0,0,91,17292381
20000000,0,1,0,0,0,0,111,42652003
17000000,0,1,0,0,0,0,129,44469602
60000000,0,1,0,0,0,0,90,11802056
24000000,0,1,0,0,0,0,93,4308981
20000000,0,1,0,0,0,0,99,5333658
130000000,0,1,0,0,0,0,95,148337537
90000000,0,1,0,0,0,0,114,50628009
25000000,0,1,0,0,0,0,124,36447959
74000000,0,1,0,0,0,0,91,336029560
28000000,0,1,0,0,0,0,135,64371181
13000000,0,1,0,0,0,0,109,61693523
85000000,0,1,0,0,0,0,106,64933670
90000000,0,1,0,0,0,0,114,60874615
5000000,0,1,0,0,0,0,98,10429707
75000000,0,1,0,0,0,0,91,73661010
175000000,0,1,0,0,0,0,94,198332128
6500000,0,1,0,0,0,0,143,82528097
145000000,0,1,0,0,0,0,92,111505642
55000000,0,1,0,0,0,0,94,68218041
50000000,0,1,0,0,0,0,119,51178893
5000000,0,1,0,0,0,0,95,241437427
1100,0,1,0,0,0,0,90,85222
5000000,0,1,0,0,0,0,95,34099640
65000000,0,1,0,0,0,0,94,36830057
20000000,0,1,0,0,0,0,99,25584685
25000000,0,1,0,0,0,0,97,47124400
400000,0,1,0,0,0,0,92,44540956
100000000,0,1,0,0,0,0,131,173005002
8000000,0,1,0,0,0,0,97,16699684
30000000,0,1,0,0,0,0,91,14018364
15000000,0,1,0,0,0,0,124,10763469
150000000,0,1,0,0,0,0,105,177243721
127000000,0,1,0,0,0,0,98,113733726
110000000,0,1,0,0,0,0,108,250863268
37000000,0,1,0,0,0,0,96,48006503
28000000,0,1,0,0,0,0,104,43097652
35000000,0,1,0,0,0,0,88,49474048
16000000,0,1,0,0,0,0,85,4356743
10000000,0,1,0,0,0,0,106,28873374
20000000,0,1,0,0,0,0,123,13391174
85000000,0,1,0,0,0,0,83,84303558
70000000,0,1,0,0,0,0,95,13596911
31000000,0,1,0,0,0,0,161,87100000
80000000,0,1,0,0,0,0,83,155019340
215000000,0,1,0,0,0,0,130,234903076
150000000,0,1,0,0,0,0,111,34964818
60000000,0,1,0,0,0,0,92,55994557
25000000,0,1,0,0,0,0,105,77264926
30000000,0,1,0,0,0,0,94,71038190
26000000,0,1,0,0,0,0,91,20819129
132000000,0,1,0,0,0,0,92,83348920
90000000,0,1,0,0,0,0,106,68558662
32000000,0,1,0,0,0,0,123,104632573
6200000,0,1,0,0,0,0,83,126247
10700000,0,1,0,0,0,0,120,76600000
9000000,0,1,0,0,0,0,97,883887
8000000,0,1,0,0,0,0,104,10106233
130000000,0,1,0,0,0,0,90,149234747
65000000,0,1,0,0,0,0,98,67128202
16000000,0,1,0,0,0,0,88,14792779
35000000,0,1,0,0,0,0,109,52277485
18000000,0,1,0,0,0,0,115,242374454
15000000,0,1,0,0,0,0,103,10411980
135000000,0,1,0,0,0,0,107,123207194
30000000,0,1,0,0,0,0,120,115648585
24000000,0,1,0,0,0,0,115,32662299
40000000,0,1,0,0,0,0,95,38087756
145000000,0,1,0,0,0,0,97,103400692
17000000,0,1,0,0,0,0,102,2000000
75000000,0,1,0,0,0,0,91,128200012
24000000,0,1,0,0,0,0,139,70269171
960000,0,1,0,0,0,0,145,117235247
25000000,0,1,0,0,0,0,80,39399750
70000000,0,1,0,0,0,0,116,152149590
80000000,0,1,0,0,0,0,93,84185387
84000000,0,1,0,0,0,0,86,153288182
30000000,0,1,0,0,0,0,111,41407470
35000000,0,1,0,0,0,0,123,59699513
35000000,0,1,0,0,0,0,94,33357476
20000000,0,1,0,0,0,0,127,35422828
16500000,0,1,0,0,0,0,136,42700000
39000000,0,1,0,0,0,0,93,30400000
75000000,0,1,0,0,0,0,90,160762022
40000000,0,1,0,0,0,0,89,20916309
150000000,0,1,0,0,0,0,93,436471036
165000000,0,1,0,0,0,0,93,238371987
160000000,0,1,0,0,0,0,93,320706665
60000000,0,1,0,0,0,0,90,267652016
30000000,0,1,0,0,0,0,114,18252684
60000000,0,1,0,0,0,0,85,26288320
70000000,0,1,0,0,0,0,106,37760080
35000000,0,1,0,0,0,0,100,63939454
10000000,0,1,0,0,0,0,89,8070311
18000000,0,1,0,0,0,0,94,17071230
13000000,0,1,0,0,0,0,89,60008303
84000000,0,1,0,0,0,0,94,17010646
18000000,0,1,0,0,0,0,106,43853424
80000000,0,1,0,0,0,0,88,90443603
22700000,0,1,0,0,0,0,96,38119483
3000000,0,1,0,0,0,0,100,15369573
120000000,0,1,0,0,0,0,135,43929341
14000000,0,1,0,0,0,0,118,800000
8000000,0,1,0,0,0,0,111,69800000
38000000,0,1,0,0,0,0,100,85570368
38000000,0,1,0,0,0,0,84,111760631
27000000,0,1,0,0,0,0,89,38536376
35000000,0,1,0,0,0,0,88,112692062
11000000,0,1,0,0,0,0,116,78900000
17000000,0,1,0,0,0,0,105,76400000
25000000,0,1,0,0,0,0,119,109713132
27800000,0,1,0,0,0,0,107,55210049
30000000,0,1,0,0,0,0,110,74888996
35000000,0,1,0,0,0,0,118,75668868
58000000,0,1,0,0,0,0,103,70117571
35000000,0,1,0,0,0,0,143,82300000
115000000,0,1,0,0,0,0,136,474544677
115000000,0,1,0,0,0,0,142,310675583
11000000,0,1,0,0,0,0,125,460935665
18000000,0,1,0,0,0,0,127,290158751
32500000,0,1,0,0,0,0,134,309125409
1500000,0,1,0,0,0,0,91,119841
120000000,0,1,0,0,0,0,77,64736114
65000,0,1,0,0,0,0,100,11529368
54000000,0,1,0,0,0,0,116,108200000
55000000,0,1,0,0,0,0,188,134218018
100000000,0,1,0,0,0,0,85,58867694
260000000,0,1,0,0,0,0,100,200807262
10000000,0,1,0,0,0,0,74,6491350
3000000,0,1,0,0,0,0,95,7888703
25000000,0,1,0,0,0,0,88,78656813
17000000,0,1,0,0,0,0,96,42660000
26000000,0,1,0,0,0,0,149,25809813
6000000,0,1,0,0,0,0,90,399611
6500000,0,1,0,0,0,0,108,24103594
76000000,0,1,0,0,0,0,92,26000610
50000000,0,1,0,0,0,0,93,39177541
135000000,0,1,0,0,0,0,107,77564037
30000000,0,1,0,0,0,0,139,32000000
73000000,0,1,0,0,0,0,97,107225164
50000000,0,1,0,0,0,0,88,28133159
13000000,0,1,0,0,0,0,104,10996440
1300000,0,1,0,0,0,0,105,609042
41000000,0,1,0,0,0,0,100,7204138
50000000,0,1,0,0,0,0,95,50150619
60000000,0,1,0,0,0,0,96,50807639
109000000,0,1,0,0,0,0,82,100446895
225000000,0,1,0,0,0,0,150,141614023
180000000,0,1,0,0,0,0,150,291709845
155000000,0,1,0,0,0,0,113,104383624
135000000,0,1,0,0,0,0,98,187165546
40000000,0,1,0,0,0,0,130,9589875
26000000,0,1,0,0,0,0,103,105444419
60000000,0,1,0,0,0,0,90,35231365
45000000,0,1,0,0,0,0,91,130512915
20000000,0,1,0,0,0,0,101,375474
22000000,0,1,0,0,0,0,110,90636983
90000000,0,1,0,0,0,0,88,75817994
50000000,0,1,0,0,0,0,109,51019112
22000000,0,1,0,0,0,0,122,54235441
30000000,0,1,0,0,0,0,135,122012643
92000000,0,1,0,0,0,0,115,261437578
45000000,0,1,0,0,0,0,96,35617599
70000000,0,1,0,0,0,0,90,23159305
8000000,0,1,0,0,0,0,126,90800000
60000000,0,1,0,0,0,0,104,69688384
40000000,0,1,0,0,0,0,99,52320979
150000000,0,1,0,0,0,0,103,131564731
20000000,0,1,0,0,0,0,107,62933793
18000000,0,1,0,0,0,0,98,8000000
17000000,0,1,0,0,0,0,94,42672630
23000000,0,1,0,0,0,0,94,11508423
40000,0,1,0,0,0,0,90,110536
72000000,0,1,0,0,0,0,152,27796042
20000000,0,1,0,0,0,0,94,13801755
16000000,0,1,0,0,0,0,80,40363530
10000000,0,1,0,0,0,0,100,50752337
45000000,0,1,0,0,0,0,103,88625922
30000000,0,1,0,0,0,0,101,37617947
25000000,0,1,0,0,0,0,105,51853450
7000000,0,1,0,0,0,0,113,4720371
25000000,0,1,0,0,0,0,100,16247775
65000000,0,1,0,0,0,0,93,82226474
70000000,0,1,0,0,0,0,99,101217900
16000000,0,1,0,0,0,0,98,30857814
500000,0,1,0,0,0,0,101,1111615
27000000,0,1,0,0,0,0,193,21500000
95000000,0,1,0,0,0,0,89,50802661
22000000,0,1,0,0,0,0,97,144833357
90000000,0,1,0,0,0,0,114,58229120
50000000,0,1,0,0,0,0,98,61112916
500000,0,1,0,0,0,0,102,1250798
25000000,0,1,0,0,0,0,119,39008741
105000000,0,1,0,0,0,0,105,71017784
110000000,0,1,0,0,0,0,103,142614158
150000000,0,1,0,0,0,0,109,63143812
10000000,0,1,0,0,0,0,110,10200000
90000000,0,1,0,0,0,0,107,71148699
74000000,0,1,0,0,0,0,92,162495848
30000000,0,1,0,0,0,0,87,85416609
28000000,0,1,0,0,0,0,94,24268828
5500000,0,1,0,0,0,0,129,159600000
60000000,0,1,0,0,0,0,103,125603360
35000000,0,1,0,0,0,0,123,10137502
25000000,0,1,0,0,0,0,85,39880476
7500000,0,1,0,0,0,0,118,3347439
60000000,0,1,0,0,0,0,111,71844424
825000,0,1,0,0,0,0,95,15278
75000000,0,1,0,0,0,0,94,22751979
190000000,0,1,0,0,0,0,130,93417865
22000000,0,1,0,0,0,0,116,177200000
15000000,0,1,0,0,0,0,110,176781728
140000000,0,1,0,0,0,0,95,38120554
375000,0,1,0,0,0,0,86,617172
170000000,0,1,0,0,0,0,125,172051787
18000000,0,1,0,0,0,0,105,8508843
15000000,0,1,0,0,0,0,90,19158074
135000000,0,1,0,0,0,0,96,83024900
10000000,0,1,0,0,0,0,101,29500000
15000000,0,1,0,0,0,0,107,111936400
26000000,0,1,0,0,0,0,90,16647384
20000000,0,1,0,0,0,0,98,8500000
175000000,0,1,0,0,0,0,96,292979556
80000000,0,1,0,0,0,0,87,36073232
12000000,0,1,0,0,0,0,114,79568000
35000000,0,1,0,0,0,0,101,6448817
65000000,0,1,0,0,0,0,131,43532294
20000000,0,1,0,0,0,0,105,35990505
15000000,0,1,0,0,0,0,115,30127963
14000000,0,1,0,0,0,0,107,34793160
1000000,0,1,0,0,0,0,92,1677838
165000000,0,1,0,0,0,0,101,189412677
80000000,0,1,0,0,0,0,80,100169068
20000000,0,1,0,0,0,0,105,25677801
2800000,0,1,0,0,0,0,106,86300000
65000000,0,1,0,0,0,0,119,115731542
65000000,0,1,0,0,0,0,101,28045540
80000000,0,1,0,0,0,0,102,80360866
35000000,0,1,0,0,0,0,83,11631245
75000000,0,1,0,0,0,0,129,45356386
3000000,0,1,0,0,0,0,87,252726
20000000,0,0,1,0,0,0,128,15797907
15000000,0,0,1,0,0,0,104,71897215
16000000,0,0,1,0,0,0,97,38176108
22000000,0,0,1,0,0,0,108,12232937
37000000,0,0,1,0,0,0,98,56044241
25000000,0,0,1,0,0,0,114,71975611
20000000,0,0,1,0,0,0,102,64149837
76000000,0,0,1,0,0,0,107,127083765
1000000,0,0,1,0,0,0,91,4946250
200000000,0,0,1,0,0,0,158,166112167
35000000,0,0,1,0,0,0,123,81159365
30000000,0,0,1,0,0,0,111,76806312
43000000,0,0,1,0,0,0,103,37035515
28000000,0,0,1,0,0,0,123,30688364
40000000,0,0,1,0,0,0,128,95001343
175000000,0,0,1,0,0,0,128,38297305
75000000,0,0,1,0,0,0,99,120776832
7500000,0,0,1,0,0,0,95,32391374
5000000,0,0,1,0,0,0,121,4700361
30000000,0,0,1,0,0,0,79,31743332
58000000,0,0,1,0,0,0,135,170708996
10000000,0,0,1,0,0,0,98,1754319
60000000,0,0,1,0,0,0,115,56702901
35000000,0,0,1,0,0,0,117,7458269
20000000,0,0,1,0,0,0,101,15408822
65000000,0,0,1,0,0,0,144,56083966
30000000,0,0,1,0,0,0,107,21835784
25000000,0,0,1,0,0,0,100,52528330
17000000,0,0,1,0,0,0,82,30324946
10000000,0,0,1,0,0,0,105,20338609
40000000,0,0,1,0,0,0,91,18438149
100000000,0,0,1,0,0,0,146,78616689
62000000,0,0,1,0,0,0,93,25857987
25000000,0,0,1,0,0,0,99,10719367
35000000,0,0,1,0,0,0,106,28064226
12000000,0,0,1,0,0,0,78,72217000
30000000,0,0,1,0,0,0,90,108360000
45000000,0,0,1,0,0,0,133,24343673
13000000,0,0,1,0,0,0,107,18004225
130000000,0,0,1,0,0,0,100,60522097
58000000,0,0,1,0,0,0,97,28328132
39000000,0,0,1,0,0,0,110,5881504
30000000,0,0,1,0,0,0,96,14208384
35000000,0,0,1,0,0,0,101,25863915
15000000,0,0,1,0,0,0,99,33860010
9000000,0,0,1,0,0,0,106,6262942
57000000,0,0,1,0,0,0,220,15527125
110000000,0,0,1,0,0,0,120,66002193
37000000,0,0,1,0,0,0,105,20991497
42000000,0,0,1,0,0,0,90,87856565
19000000,0,0,1,0,0,0,107,7156725
35000000,0,0,1,0,0,0,94,13264986
48000000,0,0,1,0,0,0,102,93607673
12000000,0,0,1,0,0,0,83,7001720
30000000,0,0,1,0,0,0,108,8535575
45000000,0,0,1,0,0,0,89,65557989
25000000,0,0,1,0,0,0,97,31526393
50000000,0,0,1,0,0,0,143,2175312
26000000,0,0,1,0,0,0,98,84136909
18000000,0,0,1,0,0,0,94,15155772
150000000,0,0,1,0,0,0,146,133375846
75000000,0,0,1,0,0,0,148,39251128
100000,0,0,1,0,0,0,92,1316074
30000000,0,0,1,0,0,0,109,10965209
130000000,0,0,1,0,0,0,117,180191634
12500000,0,0,1,0,0,0,117,21078145
23000000,0,0,1,0,0,0,114,18653615
5000000,0,0,1,0,0,0,86,17683670
31000000,0,0,1,0,0,0,103,53133888
140000000,0,0,1,0,0,0,153,201573391
27000000,0,0,1,0,0,0,88,15988876
600000,0,0,1,0,0,0,103,23616
