budget,content_rating,duration,Action Related,Adventure Genre,Animation Genre,Biography Genre,Comedy Genre,Crime Genre,Documentary Genre,Drama Genre,Family Genre,Fantasy Genre,Horror Genre,Musical Genre,Mystery Genre,Romance Genre,Sci-Fi Genre,Sport Genre,Thriller Genre,War Genre,Western Genre,made_money,year
45000000,2,102,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1999
8000000,4,126,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1999
5000000,1,77,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1999
21000000,4,81,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1999
80000000,1,74,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1999
2000000,4,118,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1999
500000,4,108,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1999
24000000,4,127,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1999
38000000,4,146,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1999
68000000,4,157,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1999
55000000,3,85,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1999
8000000,3,89,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1999
15000000,3,97,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1999
40000000,3,90,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1999
11000000,4,95,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1999
12000000,4,110,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1999
4000000,4,94,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1999
10000000,4,89,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1999
30000000,4,103,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1999
6500000,4,102,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1999
15000000,3,111,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1999
15000000,4,112,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1999
18000000,2,97,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1999
1700000,3,98,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1999
3500000,4,87,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1999
23000000,3,114,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1999
34200000,3,93,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1999
55000000,3,122,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1999
312000,3,102,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1999
1200000,4,85,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1999
8000000,4,103,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1999
2000000,4,84,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1999
3000000,4,97,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1999
28000000,4,112,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1999
9000000,4,120,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1999
13000000,4,112,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1999
16000000,3,97,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1999
8000000,3,91,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1999
21000000,3,102,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1999
6000000,4,101,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1999
7000000,4,96,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1999
38000000,4,124,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1999
50000000,4,95,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1999
6000000,4,106,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1999
35000000,3,112,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1999
16000000,4,106,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1999
100000000,2,132,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1999
24000000,4,124,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1999
22000000,2,77,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1999
65000000,2,94,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1999
20000000,4,92,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1999
15000000,4,95,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1999
70000000,2,116,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1999
10000000,3,95,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1999
14000000,3,81,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1999
17000000,4,88,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1999
40000,4,90,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1999
60000000,4,189,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1999
48000000,4,118,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1999
9000000,4,89,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1999
22000000,4,142,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1999
21500000,4,117,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1999
7000000,4,95,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1999
40000000,4,139,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1999
70000000,4,105,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1999
48000000,4,113,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1999
1300000,2,105,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1999
40000000,3,106,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1999
14000000,4,107,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1999
15000000,4,122,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1999
25000000,4,145,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1999
32000000,4,132,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1999
63000000,4,151,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1999
2500000,4,107,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1999
37000000,4,188,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1999
4000000,4,106,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1999
500000,4,111,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1999
7000000,2,100,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1999
30000000,4,100,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1999
75000000,3,148,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1999
64000000,4,133,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1999
36000000,3,127,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1999
25000000,3,100,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1999
40000000,3,107,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1999
95000000,4,116,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1999
60000000,3,128,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1999
55000000,3,131,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1999
10500000,4,97,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1999
2000000,4,92,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1999
6000000,4,90,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1999
50000000,3,137,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1999
35000000,4,148,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1999
34000000,4,109,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1999
55000000,4,156,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1999
55000000,4,121,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1999
55000000,4,126,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1999
13000000,4,99,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1999
80000000,3,113,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,1999
29000000,4,103,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1999
60000,4,81,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1999
19000000,4,93,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1999
12000000,4,99,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1999
6500000,3,91,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1999
21000000,4,104,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1999
5000000,2,82,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,2000
75000000,2,94,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2000
92000000,3,94,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2000
55000000,3,110,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2000
34000000,4,124,1,1,0,0,0,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0,2000
40000000,4,116,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2000
140000000,3,130,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,2000
75000000,3,124,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2000
15000000,4,101,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2000
44000000,3,119,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2000
75000000,3,104,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2000
125000000,3,123,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2000
65000000,3,130,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2000
30000000,3,99,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2000
45000000,3,109,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2000
1000000,4,82,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2000
600000,3,106,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2000
15000000,3,106,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,2000
40000000,4,102,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2000
8500000,4,119,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2000
90000000,3,127,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2000
25000000,4,115,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2000
110000000,4,142,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2000
103000000,4,171,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,2000
65000000,4,135,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2000
28000000,4,99,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,2000
95000000,4,119,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,2000
82000000,3,123,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,2000
70000000,3,106,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2000
100000000,1,78,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2000
76000000,2,92,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2000
95000000,2,89,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2000
127500000,2,82,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,2000
60000000,4,152,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2000
85000000,1,100,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2000
13000000,2,89,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2000
90000000,3,143,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,2000
34000000,3,114,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2000
50000000,4,119,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2000
15000000,4,90,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,2000
90000000,2,114,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2000
30000000,1,77,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,2000
36000000,4,95,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2000
52000000,4,131,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2000
32000000,4,129,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2000
6000000,4,122,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2000
30000000,2,120,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2000
6000000,3,90,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2000
55000000,3,108,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2000
6000000,4,82,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2000
14000000,4,103,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000
51000000,4,116,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2000
9500000,4,98,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2000
15600000,4,94,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2000
11000000,4,84,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2000
18000000,2,94,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000
10000000,3,81,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000
23000000,3,88,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000
24000000,4,98,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2000
16000000,3,96,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2000
10000000,4,101,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2000
3000000,4,115,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2000
43000000,3,103,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2000
250000,4,96,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2000
55000000,4,107,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2000
60000000,3,125,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,2000
10000000,4,135,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2000
15000000,4,112,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2000
45000000,3,107,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,2000
24000000,2,115,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,2000
16000000,3,94,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,2000
9000000,3,91,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,2000
30000000,3,128,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,2000
150000,3,78,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,2000
25000000,3,99,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2000
15000000,3,94,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2000
15000000,3,120,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,2000
1000000,4,94,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,2000
123000000,2,110,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2000
60000000,2,104,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2000
60000000,2,90,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,2000
80000000,3,90,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2000
48000000,3,93,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2000
70000000,3,127,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,2000
8000000,4,92,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2000
13000000,3,83,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2000
20000000,3,98,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2000
1000000,4,100,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2000
3000000,4,82,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2000
65000000,3,109,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,2000
50000000,4,87,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2000
10000000,3,98,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2000
24000000,3,107,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2000
50000000,3,118,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2000
7000000,4,102,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2000
40000000,4,107,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,2000
31000000,3,118,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,2000
24000000,4,115,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,2000
8000000,4,120,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,2000
10000000,4,114,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2000
48000000,4,190,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,2000
33000000,4,97,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,2000
43000000,3,136,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2000
40000000,3,123,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2000
4500000,4,102,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2000
225000,4,106,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2000
1200000,4,111,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2000
42000,6,90,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2000
5000000,2,95,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,2000
100000000,3,130,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,1,2000
60000000,3,126,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,2000
80000000,3,145,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2000
28000000,4,97,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,2000
1800000,3,109,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2000
500000,4,86,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2000
18000000,3,115,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,2000
75000000,3,106,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,2000
15000000,3,105,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,2000
24000000,4,90,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,2000
40000000,3,103,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2000
15000000,3,96,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2000
15000000,3,124,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,2000
57000000,3,220,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,2000
20000000,4,126,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2000
40000000,4,116,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,2000
14000000,4,97,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,2000
23000000,4,112,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,2000
65000000,3,91,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,2000
33000000,4,109,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,2000
23000000,4,98,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2000
9000000,4,113,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,2000
70000000,2,95,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2001
30000000,1,82,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,2001
120000000,2,95,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,2001
137000000,3,106,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,2001
35000000,2,88,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,2001
3000000,3,81,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2001
38000000,3,110,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,2001
22000000,3,104,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,2001
115000000,3,100,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,2001
