budget,content_rating,duration,Action Related,Adventure Genre,Animation Genre,Biography Genre,Comedy Genre,Crime Genre,Documentary Genre,Drama Genre,Family Genre,Fantasy Genre,Horror Genre,Musical Genre,Mystery Genre,Romance Genre,Sci-Fi Genre,Sport Genre,Thriller Genre,War Genre,Western Genre,gross
51000000,3,107,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,14375181
3000000,3,81,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3293258
70000000,3,98,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,74329966
35000000,2,110,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,16295774
58000000,4,108,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,363024263
70000000,3,112,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,70224196
65000000,3,136,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,93771072
130000000,3,117,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,180191634
175000000,3,123,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,161087183
135000000,3,112,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,81638674
125000000,3,101,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,190871240
125000000,3,101,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,190871240
26000000,2,94,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,36985501
70000000,3,116,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,30157016
70000000,3,97,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,33105600
85000000,3,104,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,47592825
55000000,3,110,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,56932305
34000000,4,124,1,1,0,0,0,1,0,1,1,1,0,0,0,1,0,0,1,0,0,23360779
44000000,3,130,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,183875760
25000000,4,105,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,17100000
25000000,3,93,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,32055248
125000000,3,129,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,186830669
90000000,3,128,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,209019489
50000000,3,110,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,18472363
80000000,3,117,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,116643346
45000000,3,111,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,46815748
87000000,3,101,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,26082914
25000000,4,116,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,121248145
40000000,4,116,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,30199105
60000000,4,124,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,54910560
9000000,3,106,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6262942
125000000,3,138,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,101160529
175000000,3,128,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,38297305
170000000,3,132,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,155111815
115000000,3,120,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,47952020
94000000,3,192,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,377019252
94000000,3,172,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,340478898
200000000,3,156,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,105219735
20000000,4,107,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,305070
150000000,3,138,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,93926386
58000000,3,125,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,49875589
130000000,4,194,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,47396698
20000000,3,107,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,36874745
48000000,3,155,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,165500000
180000000,3,110,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,124051759
55000000,2,188,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,134218018
40000000,4,117,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,72455275
170000000,3,130,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,208543795
80000000,4,177,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,17593391
45000000,3,111,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,92001027
80000000,3,114,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,32885565
45000000,3,113,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,21009180
160000000,3,98,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,60655503
110000000,3,114,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,155181732
140000000,3,130,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,182618434
92000000,3,113,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,241688385
75000000,3,124,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,68473360
85000000,4,124,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,172620724
80000000,4,118,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,94822707
25000000,4,117,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,51533608
40000000,4,139,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,50859889
12000000,4,110,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,70011073
38000000,3,110,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,623374
780000,3,90,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1310270
100000000,2,104,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,75030163
50000000,2,93,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,39177541
225000000,2,150,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,141614023
150000000,2,103,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,131564731
150000000,2,109,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,63143812
180000000,2,97,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,241407328
45000000,2,93,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,101702060
65000000,2,98,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,67128202
90000000,2,114,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,50628009
135000000,2,107,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,77564037
190000000,2,130,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,93417865
35000000,2,83,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,11631245
80000000,3,130,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,69102910
18000000,2,103,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,26400000
18000000,2,108,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6000000
35000000,2,101,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6448817
100000000,3,121,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,184031112
125000000,3,106,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,163192114
125000000,3,106,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,163192114
57000000,3,103,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,51317350
140000000,3,126,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,31141074
185000000,3,122,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,317011114
48000000,3,127,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,197171806
95000000,3,117,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,65653758
300000000,3,169,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,309404152
225000000,3,151,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,423032628
250000000,3,136,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,241063875
140000000,3,143,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,305388685
95000000,3,102,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,17176900
230000000,3,153,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,262030663
55000000,3,104,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25040293
90000000,3,106,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,27356090
70000000,3,99,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18821279
170000000,3,112,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,206360018
150000000,3,115,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,181015141
160000000,3,123,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,46978995
150000000,3,99,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,83640426
25000000,4,92,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1550000
85000000,3,120,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,75754670
65000000,4,122,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,52397389
145000000,3,112,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,102176165
200000000,3,116,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,90755643
200000000,3,135,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,373377893
139000000,3,121,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,403706375
115000000,2,136,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,474544677
115000000,2,142,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,310675583
11000000,2,125,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,460935665
18000000,2,127,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,290158751
32500000,2,134,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,309125409
237000000,3,178,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,760505847
6000000,3,107,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,869325
225000000,3,143,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,291021565
113000000,3,140,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,380262555
200000000,3,142,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,202853933
78000000,3,110,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,66462600
15000000,4,101,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,12801190
45000000,2,100,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,9353573
22000000,3,104,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,5974653
30000000,3,95,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,35927406
18000000,3,101,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,70360285
60000000,3,101,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,43060566
7500000,3,100,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,12610552
150000000,3,119,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,179883016
200000000,3,149,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,233914986
50000000,4,102,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,62318875
35000000,4,92,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,45802315
40000000,3,109,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,13838130
115000000,3,100,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,131144183
98000000,3,130,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,202007640
60000000,3,100,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,90341670
85000000,4,102,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32694788
25000000,3,85,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,80034302
45000000,4,106,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,11146409
30000000,3,89,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,21426805
190000000,3,123,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,202351611
45000000,3,89,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,65557989
25000000,3,97,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,31526393
50000000,3,109,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,81022333
120000000,3,124,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,89021735
70000000,2,106,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,37760080
35000000,2,118,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,75668868
110000000,3,120,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,66002193
65000000,3,144,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,56083966
258000000,3,156,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,336530303
54000000,2,116,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,108200000
40000000,3,125,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,26616999
126000000,3,136,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,35799026
68000000,3,116,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,61355436
55000000,3,134,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,37600435
9000000,2,119,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,25000000
11000000,2,116,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,78900000
17000000,2,105,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,76400000
170000000,2,125,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,172051787
200000000,3,158,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,166112167
130000000,3,100,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,60522097
250000000,3,141,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,458991599
250000000,3,183,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,330249062
44000000,3,119,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,21471685
250000000,3,147,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,407197282
140000000,3,124,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,176636816
170000000,3,136,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,259746958
40000000,3,177,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,27400000
178000000,3,113,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,100189501
120000000,3,100,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,56114221
200000000,3,123,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,116593191
170000000,3,121,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,333130696
165000000,3,120,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,102315545
75000000,3,154,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,306124059
200000000,3,124,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,312057433
200000000,3,195,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,408992272
140000000,3,126,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,318298180
263700000,3,132,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,73058679
176000000,3,127,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,47375327
190000000,3,131,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,101785482
190000000,3,132,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,228756232
150000000,3,127,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,257704099
209000000,3,169,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,200069408
155000000,3,126,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,89732035
200000000,3,118,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,125320003
220000000,3,173,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,623279547
150000000,3,135,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,134518390
73000000,3,129,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,229074524
80000000,3,96,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,56684819
80000000,3,116,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,19480739
210000000,3,165,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,245428137
195000000,3,154,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,352358779
200000000,3,150,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,402076689
150000000,3,144,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,318759914
30000000,3,100,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11576087
178000000,3,144,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,154985087
160000000,3,132,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,146405371
